neighbourhood_group,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,rating,bedrooms,beds,bath
Irving Park,41.962921,-87.735283,Entire home/apt,175,2,18,0.19,10,0,0,4.76,4,4,1.5
North Center,41.93723,-87.6828,Entire home/apt,224,2,45,0.52,23,350,12,4.80,2,2,1
North Center,41.93723,-87.6828,Entire home/apt,291,2,49,0.54,23,352,7,4.59,4,4,2
West Town,41.89972,-87.69722,Entire home/apt,120,32,64,0.66,1,179,5,4.83,1,1,1
Lincoln Park,41.92751,-87.65011,Entire home/apt,227,2,76,0.85,23,364,15,4.76,1,1,1
Portage Park,41.94062,-87.75709,Private room,94,2,66,0.68,18,358,10,4.83,1,2,1
Lake View,41.94174,-87.6463,Entire home/apt,200,32,2,0.02,1,0,0,0,2,2,1
Lake View,41.95679,-87.66731,Private room,110,2,129,1.38,3,47,28,4.94,1,2,2.5
Irving Park,41.95185,-87.70459,Entire home/apt,187,2,79,1.78,2,43,24,4.70,2,3,1
Lincoln Park,41.92751,-87.65011,Entire home/apt,259,2,55,0.58,23,358,12,4.72,2,2,1
Lincoln Park,41.92751,-87.65011,Entire home/apt,336,3,84,0.96,23,329,21,4.60,4,4,2
Near West Side,41.86156,-87.64676,Entire home/apt,150,32,25,0.25,1,0,0,4.92,2,2,2
West Town,41.901756,-87.671387,Entire home/apt,153,3,212,2.23,2,229,32,4.97,0,1,1
Irving Park,41.95533,-87.73082,Entire home/apt,69,32,8,0.1,1,0,0,5.0,1,1,2
East Garfield Park,41.88302,-87.7096,Private room,69,1,504,5.52,11,309,32,4.72,1,2,2.5
Rogers Park,42.00772,-87.65823,Private room,60,32,17,0.18,1,0,0,4.71,1,1,1
West Town,41.8948,-87.65661,Entire home/apt,245,2,309,3.15,24,336,25,4.92,3,4,2
Avondale,41.93321,-87.70383,Entire home/apt,86,32,25,0.27,1,0,0,4.58,1,1,1
Avondale,41.93465,-87.73009,Private room,35,60,10,0.1,4,212,0,5.0,1,1,1
Portage Park,41.95965,-87.74889,Entire home/apt,183,32,16,0.16,8,306,3,4.31,2,2,1
Near North Side,41.8972,-87.63442,Entire home/apt,149,32,192,1.96,2,173,0,4.82,2,2,2
Irving Park,41.962921,-87.735283,Entire home/apt,131,32,102,1.07,10,176,26,4.91,2,2,1
West Town,41.89303,-87.64885,Entire home/apt,340,2,173,2.89,1,317,33,4.95,4,5,3.5
Near North Side,41.89577,-87.63182,Entire home/apt,150,60,2,0.02,74,323,0,0,1,1,1
West Ridge,42.00651,-87.68432,Entire home/apt,82,32,28,0.29,1,0,0,5.0,1,1,1
Near North Side,41.89947,-87.62217,Entire home/apt,155,32,6,0.1,74,322,0,5.0,1,1,1
West Town,41.90089,-87.66546,Entire home/apt,100,1,636,8.82,2,12,65,4.97,1,1,1
Lower West Side,41.84998,-87.67714,Private room,40,3,52,0.53,2,280,10,4.78,1,1,1.5
Near North Side,41.90358,-87.63414,Entire home/apt,108,32,117,1.21,1,308,4,4.67,2,2,1
Lower West Side,41.85799,-87.64757,Private room,59,32,309,3.3,9,307,1,4.38,1,1,1
Avondale,41.93395,-87.71078,Entire home/apt,151,2,237,2.76,1,279,39,4.89,3,3,1
Lower West Side,41.8555,-87.65398,Private room,93,1,148,1.67,1,336,18,4.88,1,1,1
Logan Square,41.9182,-87.69768,Entire home/apt,329,32,77,0.82,1,263,0,4.99,1,1,1
Loop,41.88581,-87.61744,Entire home/apt,180,90,13,0.14,74,310,1,4.92,2,2,2
Lower West Side,41.85469,-87.64912,Entire home/apt,94,30,13,0.13,2,364,0,4.80,2,0,1
Armour Square,41.84883,-87.63256,Entire home/apt,150,2,218,2.23,3,52,17,4.83,2,2,1
West Town,41.89834,-87.69155,Private room,97,1,257,2.75,2,43,24,4.84,1,2,1
Near West Side,41.87186,-87.66469,Entire home/apt,158,2,708,7.7,1,117,86,4.99,2,2,1
West Town,41.89867,-87.67012,Entire home/apt,140,5,580,5.92,2,53,34,4.86,2,2,1
West Town,41.89853,-87.66152,Private room,91,1,70,0.75,1,327,12,4.94,1,1,1
Lincoln Park,41.91268,-87.63895,Entire home/apt,245,2,79,0.83,23,351,13,4.58,2,2,1
Lake View,41.93595,-87.65148,Private room,96,1,426,4.4,1,301,46,4.89,1,1,1
North Center,41.94342,-87.68121,Entire home/apt,271,2,59,0.66,23,355,12,4.81,2,2,2
Uptown,41.97146,-87.66882,Hotel room,368,3,44,0.46,11,167,1,4.98,1,1,1
West Town,41.894903,-87.666413,Entire home/apt,107,32,272,2.91,4,329,3,4.75,1,2,1
Lincoln Park,41.91285,-87.63864,Entire home/apt,287,2,72,0.83,23,339,16,4.79,2,3,2
West Ridge,41.9961,-87.69081,Private room,72,2,215,2.3,2,162,29,4.96,1,1,1
Lincoln Park,41.91285,-87.63864,Entire home/apt,285,1,67,0.77,23,326,23,4.82,2,2,2
West Town,41.8932,-87.65892,Entire home/apt,319,32,198,2.04,1,319,25,4.88,4,5,2
North Center,41.94078,-87.68115,Entire home/apt,268,2,45,0.53,23,350,9,4.67,3,3,2
Portage Park,41.94034,-87.75603,Entire home/apt,250,32,17,0.18,18,343,0,4.76,2,3,1
Lower West Side,41.84827,-87.676,Private room,39,3,26,0.27,2,283,4,4.78,1,1,1.5
Near North Side,41.91071,-87.63307,Entire home/apt,99,32,1,0.01,1,0,0,0,0,1,1
West Town,41.90223,-87.67265,Entire home/apt,266,3,187,1.94,2,116,31,4.97,1,1,2
West Town,41.89809,-87.68957,Private room,214,1,332,3.55,1,358,15,4.92,1,1,2
West Elsdon,41.78747,-87.71754,Entire home/apt,94,32,40,0.41,1,129,3,4.45,1,1,1
Woodlawn,41.77555,-87.59546,Private room,70,2,120,1.24,1,292,17,4.93,1,1,1
Logan Square,41.9236,-87.69717,Entire home/apt,120,1,251,2.99,1,298,49,4.90,1,1,1
West Town,41.90409,-87.68723,Private room,46,32,81,1.39,2,88,4,4.78,2,1,1
Lower West Side,41.8546,-87.65318,Private room,50,32,242,2.59,9,305,1,4.24,1,3,1
Logan Square,41.9305,-87.70307,Entire home/apt,96,2,440,4.49,1,280,46,4.86,2,1,1
Loop,41.88784,-87.61645,Entire home/apt,175,90,14,0.15,74,321,1,4.86,1,1,1
Lincoln Square,41.97104,-87.69654,Entire home/apt,97,2,322,3.29,1,290,54,4.97,1,1,1
Logan Square,41.93021,-87.70344,Private room,96,1,5,1.05,1,184,5,5.0,3,3,1
Near West Side,41.87728,-87.66383,Entire home/apt,199,2,314,3.49,2,318,31,4.95,2,3,1
Lincoln Square,41.97186,-87.69521,Private room,88,2,168,1.78,2,50,23,4.98,2,2,1
Near North Side,41.90938,-87.64649,Entire home/apt,272,32,31,0.33,2,19,0,4.47,2,1,2.5
West Town,41.89302,-87.66988,Entire home/apt,98,3,247,2.78,1,162,24,4.97,1,2,1
Lake View,41.94331,-87.6486,Entire home/apt,428,2,46,0.48,2,0,7,4.86,2,2,2
Rogers Park,42.00414,-87.67272,Private room,69,32,147,1.52,1,299,27,4.75,1,1,1
Lake View,41.93701,-87.64096,Private room,75,32,64,0.79,1,109,0,4.88,1,1,1.5
Near North Side,41.90409,-87.63316,Entire home/apt,83,32,71,0.74,2,141,5,4.94,1,1,1
Norwood Park,41.98033,-87.7979,Entire home/apt,99,32,101,1.11,1,168,11,4.84,1,1,1
Logan Square,41.92445304589874,-87.70270598989589,Entire home/apt,179,2,428,4.43,3,274,75,4.92,2,3,1
Bridgeport,41.82368,-87.64159,Private room,50,5,33,0.47,1,306,5,4.84,1,1,1
West Ridge,41.98803976766943,-87.70293607521315,Private room,118,1,6,1.29,3,93,6,5.0,2,2,1
Lake View,41.93969,-87.64367,Entire home/apt,199,2,11,0.11,1,0,0,5.0,1,1,1
Irving Park,41.94664,-87.70783,Entire home/apt,100,32,89,1.08,8,269,1,4.87,1,2,1
Dunning,41.94201,-87.79608,Private room,95,5,5,0.05,3,212,1,4.80,1,1,2
Uptown,41.97147,-87.66861,Hotel room,542,3,34,0.35,11,197,1,4.91,2,2,2
Lake View,41.94119,-87.64719,Private room,139,2,181,1.94,1,333,25,4.97,1,1,1
North Center,41.94099,-87.68047,Entire home/apt,232,2,32,0.36,23,356,5,4.78,2,3,2
Garfield Ridge,41.80418,-87.7525,Private room,48,14,82,0.89,2,0,1,4.80,1,2,1
Lake View,41.95675,-87.66715,Entire home/apt,110,2,182,1.94,3,47,28,4.85,1,2,1
West Town,41.89013,-87.68045,Entire home/apt,429,30,2,0.02,3,352,0,0,2,2,2.5
North Center,41.94072,-87.68115,Entire home/apt,259,2,52,0.54,23,359,10,4.67,3,3,2
North Center,41.94072,-87.68115,Entire home/apt,266,2,53,0.57,23,354,10,4.62,3,3,2
Logan Square,41.93066,-87.69724,Entire home/apt,228,2,101,1.07,1,346,17,4.89,3,4,1
Lower West Side,41.85383,-87.67472,Private room,58,2,281,3.3,3,29,38,4.90,1,1,1
Woodlawn,41.78355,-87.61363,Entire home/apt,163,2,123,1.27,4,184,2,4.81,2,2,2
Lincoln Square,41.97969,-87.67463,Entire home/apt,129,60,0,,1,0,0,0,2,2,2
West Town,41.90882552243898,-87.67533105194283,Entire home/apt,659,2,306,3.31,1,321,38,4.93,3,7,3
Edgewater,41.99424,-87.66066,Entire home/apt,90,32,5,0.05,1,0,0,4.40,2,2,2
Uptown,41.97044,-87.65735,Private room,125,32,147,1.51,2,140,0,4.95,1,1,1
West Town,41.911473,-87.676601,Entire home/apt,122,1,300,3.13,1,341,2,4.82,2,2,1
Lower West Side,41.85814,-87.67103,Entire home/apt,97,32,199,2.44,1,322,0,4.62,1,2,1.5
Lower West Side,41.8555,-87.64535,Entire home/apt,204,2,133,1.37,1,95,25,4.91,2,2,1
Lake View,41.94888,-87.65869,Entire home/apt,526,2,383,4.21,8,221,31,4.84,3,5,1
Logan Square,41.92484,-87.72377,Entire home/apt,262,2,134,1.4,1,83,11,4.76,3,3,1
West Town,41.91306,-87.66797,Entire home/apt,262,32,237,2.45,5,323,2,4.70,2,4,1
Lake View,41.94358,-87.66005,Entire home/apt,314,2,121,1.26,2,285,28,4.95,3,3,2
West Town,41.8933,-87.67641,Entire home/apt,262,32,230,2.38,5,109,2,4.70,2,3,1
Portage Park,41.96564474689193,-87.75422438431359,Private room,85,3,75,0.78,2,339,17,5.0,1,1,1
Austin,41.91181,-87.78665,Entire home/apt,176,3,157,1.72,1,122,20,4.96,3,6,1
Washington Park,41.78475,-87.621,Private room,40,32,30,0.31,2,0,0,4.73,0,1,1
Near North Side,41.90629790422556,-87.64216482402807,Entire home/apt,330,32,0,,1,341,0,New,2,2,2
Uptown,41.95621,-87.64939,Entire home/apt,90,32,31,0.34,1,0,0,4.87,1,1,1
Logan Square,41.91878,-87.70699,Entire home/apt,111,2,132,1.55,1,96,9,4.81,2,2,1
Portage Park,41.96512,-87.75233,Private room,78,3,37,0.39,2,320,5,4.97,1,1,1
Near North Side,41.89781,-87.62245,Entire home/apt,210,32,2,0.18,11,309,2,0,2,2,2
North Center,41.95931,-87.69237,Entire home/apt,100,2,384,4.05,1,273,49,4.90,1,1,1
West Town,41.90567,-87.68912,Private room,131,1,199,2.16,3,90,17,4.77,1,1,1
East Garfield Park,41.88315,-87.70381,Entire home/apt,105,1,70,0.85,1,0,0,4.87,2,3,1
Lincoln Park,41.93224,-87.63966,Entire home/apt,80,32,51,0.57,1,0,0,4.92,0,2,1
Lake View,41.93583,-87.64664,Entire home/apt,418,4,113,1.31,1,202,11,4.96,2,3,2
Lincoln Park,41.92904,-87.66201,Private room,68,1,41,0.43,1,216,19,4.66,1,1,1
Avondale,41.94108,-87.72245,Entire home/apt,168,2,324,3.8,1,110,31,4.95,2,3,1
Lake View,41.94019,-87.65235,Entire home/apt,137,1,413,4.35,3,223,48,4.78,2,3,1
Austin,41.88421,-87.77465,Private room,23,5,33,0.36,4,311,0,4.39,1,1,3
Hyde Park,41.80154,-87.60586,Private room,46,2,29,0.33,2,0,0,4.97,1,1,1
Austin,41.88538,-87.77436,Private room,22,5,43,0.47,4,295,4,4.58,1,1,3
Uptown,41.97075,-87.66812,Private room,542,32,3,0.03,11,0,0,5.0,2,2,2
Lake View,41.95873,-87.66981,Entire home/apt,198,1,53,2.38,2,242,24,4.85,1,1,1
South Shore,41.76303,-87.583,Entire home/apt,175,3,33,4.54,3,30,33,5.0,3,3,2.5
Uptown,41.97065,-87.66821,Private room,119,32,3,0.03,11,0,0,4.0,1,1,1
Portage Park,41.93882,-87.75542,Entire home/apt,340,2,22,0.23,18,345,2,4.73,3,4,1
Lake View,41.94889,-87.65877,Entire home/apt,422,2,293,3.18,8,223,34,4.81,2,2,1
West Town,41.89254,-87.66813,Private room,73,1,97,1.11,1,301,11,4.84,1,1,1
Lower West Side,41.85426,-87.67501,Private room,39,32,488,5.28,1,0,0,4.75,1,1,1.5
Near West Side,41.87988,-87.66982,Entire home/apt,208,32,6,0.45,1,215,5,5.0,1,2,1
Lake View,41.94891,-87.6588,Entire home/apt,330,2,287,3.43,8,268,27,4.85,3,3,1
Near West Side,41.88682,-87.64427,Private room,131,2,105,1.65,1,243,8,4.75,1,1,1
Edgewater,41.99439,-87.67069,Entire home/apt,733,2,337,3.58,1,1,16,4.96,0,1,1
Lincoln Square,41.97654,-87.68986,Entire home/apt,64,365,99,1.12,1,365,0,4.71,2,2,1
West Town,41.90518,-87.68902,Private room,94,4,72,0.76,1,117,10,4.92,1,1,1
Avondale,41.93671,-87.70876,Entire home/apt,158,32,158,1.71,1,84,2,4.98,2,3,1
Near West Side,41.88093,-87.68389,Entire home/apt,128,32,412,4.65,2,320,15,4.80,3,3,2
Kenwood,41.81545,-87.59936,Entire home/apt,304,3,54,0.61,1,140,8,4.77,4,5,2
Avondale,41.93423,-87.73024,Private room,38,60,11,0.12,4,299,2,5.0,1,1,1
Lower West Side,41.85478,-87.67473,Entire home/apt,135,32,117,1.32,1,285,33,4.97,2,2,1
Uptown,41.97183,-87.66786,Entire home/apt,359,32,6,0.07,11,0,0,5.0,3,3,2
West Town,41.90941,-87.67287,Entire home/apt,499,5,13,0.14,1,8,1,5.0,4,4,4
Near North Side,41.89692,-87.63242,Entire home/apt,155,60,4,0.04,7,313,0,5.0,1,1,1
Lake View,41.9459,-87.65461,Shared room,63,1,157,1.77,5,195,11,4.56,1,4,11
Near North Side,41.89758,-87.63341,Entire home/apt,175,160,2,0.02,33,321,0,0,1,1,1
Logan Square,41.916729062535445,-87.68841058015823,Private room,89,2,29,5.51,1,166,29,5.0,1,1,1
Near West Side,41.88791,-87.65098,Entire home/apt,748,2,180,1.9,5,295,20,4.99,4,12,3.5
Ashburn,41.74281,-87.71406,Entire home/apt,150,2,62,0.98,1,153,14,4.82,3,3,1
Armour Square,41.84767,-87.63434,Private room,99,1,262,2.75,1,158,19,4.89,1,1,1
Uptown,41.97037,-87.65723,Entire home/apt,250,1,94,1.0,2,0,0,4.85,2,2,1
Hermosa,41.93881,-87.74037,Entire home/apt,71,2,105,1.2,2,0,0,4.78,3,5,1
Uptown,41.97172,-87.66809,Private room,999,32,8,0.09,11,0,0,4.88,2,3,2
Lincoln Park,41.92715,-87.65059,Private room,160,2,309,3.52,1,286,47,4.81,1,2,1
West Town,41.8978,-87.68158,Entire home/apt,123,1,502,5.76,3,251,64,4.81,2,2,1
North Park,41.97906,-87.71226,Entire home/apt,120,2,44,3.04,1,145,38,4.80,1,2,1
Irving Park,41.95965,-87.7314,Private room,55,365,84,0.9,3,168,4,4.79,1,1,1
Near South Side,41.84876,-87.62278,Entire home/apt,150,32,55,0.63,3,0,0,4.54,2,2,2
Lake View,41.93868,-87.67115,Entire home/apt,205,3,61,1.36,1,45,21,5.0,1,1,1
Logan Square,41.92585,-87.68443,Entire home/apt,165,32,1,0.02,1,0,0,0,2,2,2
Logan Square,41.92264,-87.71328,Entire home/apt,125,3,105,1.16,1,305,16,4.88,1,3,1
Irving Park,41.9582,-87.73148,Shared room,40,20,61,0.64,3,262,1,4.80,1,1,1
West Town,41.9039,-87.67118,Entire home/apt,550,1,26,0.27,10,43,3,4.29,2,2,1
Woodlawn,41.77825,-87.58721,Entire home/apt,135,3,151,2.03,2,294,30,4.89,2,5,1
Ashburn,41.743,-87.6935,Entire home/apt,133,2,148,1.59,1,191,9,4.95,0,2,1
Woodlawn,41.77605,-87.58724,Entire home/apt,135,3,120,1.39,2,285,20,4.99,2,4,1
Rogers Park,42.0075,-87.66893,Shared room,63,3,7,0.08,3,365,0,5.0,2,1,1
Rogers Park,42.00626,-87.66208,Entire home/apt,217,2,99,1.09,1,255,20,4.98,3,3,1
Avondale,41.93277,-87.72975,Private room,35,90,13,0.14,4,249,2,4.58,1,1,1
Lower West Side,41.85563,-87.67217,Private room,100,4,28,0.32,3,0,0,4.89,1,1,1
East Garfield Park,41.88302,-87.7096,Private room,60,1,421,4.6,11,310,16,4.75,1,1,2.5
Garfield Ridge,41.80418,-87.7525,Private room,37,21,72,0.84,2,47,2,4.85,1,1,Shared
Lower West Side,41.85563,-87.67217,Entire home/apt,300,3,209,2.34,3,83,0,4.42,2,2,1
Lake View,41.94662,-87.65188,Entire home/apt,96,1,165,1.92,6,277,27,4.71,1,2,1
Lower West Side,41.85381,-87.67391,Entire home/apt,68,14,238,2.7,1,0,13,4.85,1,1,1
Lower West Side,41.85677,-87.64133,Private room,35,32,268,3.05,1,0,0,4.70,2,1,1
Lake View,41.94702,-87.65285,Entire home/apt,500,2,64,0.73,1,316,9,4.71,3,6,1
Near West Side,41.88069,-87.68368,Entire home/apt,194,2,422,4.64,2,266,62,4.79,3,3,2.5
West Town,41.8964,-87.65773,Entire home/apt,622,3,274,2.88,1,148,23,4.81,3,4,3
Grand Boulevard,41.81716,-87.6071,Entire home/apt,78,30,36,0.42,1,193,1,4.47,3,3,1.5
Lake View,41.9555,-87.66564,Entire home/apt,250,33,57,0.6,1,62,0,4.77,3,0,2
West Town,41.90348,-87.69594,Private room,73,1,127,1.34,2,134,17,4.78,1,1,1
Douglas,41.82453,-87.61734,Entire home/apt,120,1,228,2.5,1,164,23,4.79,1,5,1
North Lawndale,41.85877,-87.69546,Entire home/apt,142,3,154,1.78,1,48,19,4.78,1,2,1
Washington Park,41.80055,-87.6235,Entire home/apt,85,1,182,2.0,1,145,1,4.50,2,4,1
East Garfield Park,41.88714,-87.70876,Entire home/apt,105,1,288,3.24,7,338,33,4.58,2,2,1
Near South Side,41.85419,-87.62262,Entire home/apt,125,32,2,0.02,33,327,0,0,1,2,1
Near North Side,41.89442,-87.61543,Entire home/apt,218,32,1,0.01,11,333,0,0,3,2,2
Near North Side,41.89596,-87.62714,Entire home/apt,150,32,11,0.26,1,201,4,4.91,1,1,1
Lake View,41.94245,-87.67198,Entire home/apt,157,5,83,0.95,1,0,0,4.94,2,2,1
Lake View,41.9447,-87.65032,Entire home/apt,378,2,184,1.95,4,352,4,4.58,3,3,1
Near North Side,41.89862,-87.62138,Entire home/apt,145,60,3,0.05,7,325,0,5.0,1,1,1
East Garfield Park,41.88302,-87.7096,Private room,54,1,441,4.97,11,328,34,4.76,1,1,2.5
Near West Side,41.88134,-87.68796,Private room,55,32,37,0.4,9,174,1,4.81,1,1,1
Greater Grand Crossing,41.76997,-87.617233,Private room,49,2,30,0.71,3,41,13,4.90,1,1,1.5
Lincoln Square,41.97594,-87.68439,Entire home/apt,368,4,23,0.38,2,177,14,4.96,4,6,3
Greater Grand Crossing,41.769978,-87.617157,Private room,43,2,49,1.16,3,79,16,4.67,1,2,1.5
Near North Side,41.89619,-87.63172,Entire home/apt,145,32,1,0.38,33,353,1,0,1,1,1
Austin,41.88536,-87.77423,Private room,32,2,60,0.7,4,253,10,4.71,1,1,3
Irving Park,41.9476203918457,-87.70626068115234,Entire home/apt,179,2,134,1.53,1,69,19,4.82,2,2,1
North Lawndale,41.86108,-87.70467,Entire home/apt,85,3,178,1.88,1,110,13,4.92,1,3,1
West Town,41.90324,-87.69563,Private room,73,1,169,1.78,2,121,32,4.89,1,1,1
Logan Square,41.92082,-87.6833,Entire home/apt,100,32,30,0.34,2,0,0,4.81,1,1,1
Avondale,41.93457,-87.69168,Entire home/apt,157,2,197,2.24,2,0,14,4.70,2,2,1
Austin,41.88617,-87.77457,Private room,65,5,33,0.36,4,167,3,4.67,1,1,3
Rogers Park,42.0008,-87.6602,Entire home/apt,325,32,30,0.4,7,217,1,4.53,1,1,1
Near West Side,41.88097,-87.68732,Private room,60,32,35,0.39,9,233,1,4.97,1,1,1
Rogers Park,42.00163,-87.66197,Entire home/apt,413,2,5,0.06,7,343,2,4.40,2,2,2
Uptown,41.97338,-87.67077,Entire home/apt,70,10,36,0.38,2,32,7,4.42,1,2,1
Rogers Park,41.99973,-87.66175,Private room,384,2,24,0.27,7,345,0,4.73,2,2,2
Lake View,41.94222,-87.65111,Entire home/apt,446,3,128,1.36,1,39,20,4.93,3,4,2.5
Near North Side,41.8911,-87.63057,Private room,122,1,834,9.17,8,257,76,4.90,1,2,1
Rogers Park,42.00098,-87.66049,Private room,413,2,91,1.18,7,217,1,4.79,2,3,2
Woodlawn,41.78414,-87.60687,Private room,75,10,70,0.85,12,137,0,4.60,1,1,2
Woodlawn,41.78171,-87.60619,Private room,76,10,76,0.92,12,293,2,4.66,1,1,2
Near North Side,41.90172,-87.64301,Private room,111,32,115,1.33,2,328,12,4.70,1,1,1
Rogers Park,41.99974,-87.66208,Entire home/apt,384,32,29,0.34,7,350,10,4.86,2,2,2
Rogers Park,42.00809,-87.67159,Shared room,69,7,4,0.05,3,180,0,4.25,1,1,1
Douglas,41.83476,-87.61395,Entire home/apt,1200,32,38,0.52,1,364,1,4.92,4,4,3.5
Lake View,41.95682,-87.66715,Private room,110,2,109,1.17,3,59,19,4.92,1,1,2.5
Woodlawn,41.78191,-87.60677,Private room,80,10,91,1.1,12,323,0,4.53,1,1,2
Lake View,41.94808,-87.6531,Entire home/apt,301,2,187,2.17,1,34,34,4.97,3,4,1
Edgewater,41.97671,-87.65919,Entire home/apt,3256,3,45,0.49,1,117,8,5.0,5,5,3
East Garfield Park,41.88302,-87.7096,Private room,56,1,324,3.57,11,300,37,4.72,1,2,2.5
Irving Park,41.94706,-87.71326,Entire home/apt,97,2,231,2.61,1,91,24,4.97,1,1,1
Woodlawn,41.78229,-87.60564,Private room,59,10,60,0.73,12,296,5,4.47,1,1,2
Woodlawn,41.7822,-87.60769,Private room,55,10,67,0.82,12,114,1,4.66,1,1,2
Near North Side,41.89585,-87.6258,Entire home/apt,179,32,13,0.16,1,267,2,4.69,1,1,1
West Town,41.89937,-87.67527,Entire home/apt,102,32,17,0.18,1,80,0,4.88,1,1,1.5
Avondale,41.9413,-87.69984,Entire home/apt,428,2,2,0.61,1,45,2,0,4,5,3.5
Grand Boulevard,41.80584,-87.61531,Private room,48,30,141,1.52,2,196,3,4.87,2,1,1
Grand Boulevard,41.80614,-87.61538,Private room,48,30,101,1.09,2,283,1,4.91,2,2,1
Irving Park,41.9604,-87.72221,Entire home/apt,74,2,264,2.99,1,215,21,4.80,1,2,1
Lake View,41.9418,-87.64959,Private room,165,1,58,0.68,1,334,11,4.97,1,1,1
Woodlawn,41.78227,-87.59816,Entire home/apt,111,32,210,2.36,1,89,0,4.61,3,5,1
Irving Park,41.95056,-87.72431,Entire home/apt,385,7,14,0.16,1,333,0,4.64,4,4,1.5
Loop,41.88528,-87.63636,Entire home/apt,568,2,156,1.77,5,295,17,4.93,3,3,2.5
Lincoln Square,41.97262,-87.69506,Entire home/apt,140,3,11,0.13,2,0,0,5.0,2,2,1
Near West Side,41.88097,-87.68732,Private room,60,32,31,0.37,9,308,3,4.84,1,1,1
Dunning,41.93892,-87.83035,Entire home/apt,251,2,95,1.14,1,194,10,4.98,2,5,1.5
Edgewater,41.99659,-87.66363,Entire home/apt,114,2,305,3.38,1,256,59,4.83,1,1,1
Lower West Side,41.85927963256836,-87.65789031982422,Entire home/apt,170,2,378,4.31,2,99,62,4.83,2,2,1
Lake View,41.95553,-87.66835,Entire home/apt,125,365,27,0.3,1,365,0,4.63,2,3,2
West Town,41.91135,-87.67794,Entire home/apt,138,7,116,1.3,2,280,8,4.91,3,3,2
Near South Side,41.86467,-87.6243,Entire home/apt,264,32,81,0.95,1,296,0,4.86,2,2,2
Loop,41.88562,-87.61753,Entire home/apt,170,60,1,0.01,74,322,0,0,1,1,1
East Garfield Park,41.88302,-87.7096,Private room,55,1,414,4.57,11,311,24,4.76,1,1,2.5
Loop,41.88758,-87.61772,Entire home/apt,160,60,1,0.02,74,348,0,0,1,1,1
Hyde Park,41.79805,-87.60244,Entire home/apt,78,2,224,2.67,2,212,34,4.82,1,1,1
Near West Side,41.86832,-87.66222,Private room,73,2,319,3.64,1,204,37,4.81,1,1,1
Lake View,41.94538,-87.66959,Entire home/apt,164,3,73,0.85,1,136,14,4.96,1,1,1
Kenwood,41.81557,-87.60098,Entire home/apt,225,32,54,0.61,1,0,0,4.33,4,5,3.5
Near South Side,41.84968,-87.62668,Entire home/apt,329,2,106,1.18,1,216,13,4.85,2,2,1
Mckinley Park,41.83419,-87.66786,Private room,20,1,17,0.21,1,287,0,4.44,1,0,1
Logan Square,41.92683,-87.71688,Private room,46,32,8,0.09,1,0,0,4.88,1,2,1.5
Edgewater,41.99056,-87.66609,Entire home/apt,48,32,5,0.06,1,0,0,4.80,2,1,1
Edgewater,41.97947,-87.6709,Entire home/apt,175,32,27,0.31,1,0,0,4.96,2,5,1
South Lawndale,41.84133,-87.71023,Entire home/apt,60,1,272,3.1,1,2,22,4.94,2,2,2
Near North Side,41.89862,-87.62138,Entire home/apt,220,32,0,,11,322,0,0,2,2,2
Logan Square,41.92084,-87.71161,Entire home/apt,74,32,7,0.08,1,0,0,5.0,2,2,1.5
Lake View,41.93628,-87.65976,Entire home/apt,207,2,134,1.56,1,12,27,4.93,2,2,1
West Ridge,41.99592,-87.69348,Private room,74,2,106,1.2,2,150,29,4.99,1,1,1
West Town,41.894903,-87.666413,Entire home/apt,87,1,274,3.11,4,329,46,4.63,2,2,1
West Town,41.894903,-87.666413,Entire home/apt,112,32,226,2.6,4,314,4,4.72,2,2,1
Hyde Park,41.80001,-87.60529,Entire home/apt,200,28,43,0.51,2,15,1,4.95,2,2,2
Near North Side,41.89741,-87.63142,Entire home/apt,145,90,1,0.01,74,348,0,0,1,1,1
Near West Side,41.88806,-87.63936,Entire home/apt,170,60,0,,74,337,0,0,1,1,1
Portage Park,41.95325469970703,-87.77973175048828,Entire home/apt,163,3,141,1.7,1,126,25,4.84,3,3,1
Lincoln Park,41.92913,-87.66232,Private room,102,1,12,0.14,1,0,0,4.83,1,1,1
Uptown,41.97404,-87.65962,Entire home/apt,297,3,9,0.11,1,43,1,4.89,2,4,2
Near North Side,41.89116,-87.61735,Entire home/apt,150,90,0,,74,351,0,0,1,1,1
Near North Side,41.89494,-87.63672,Entire home/apt,250,60,4,0.05,74,323,0,4.75,2,2,1
Greater Grand Crossing,41.76769,-87.63009,Private room,39,32,52,0.63,4,0,3,4.69,1,1,1.5
Greater Grand Crossing,41.76649,-87.63117,Private room,39,32,47,0.57,4,0,0,4.81,1,1,1.5
West Town,41.89592,-87.66185,Entire home/apt,238,2,286,3.28,1,166,24,4.77,3,5,2
Greater Grand Crossing,41.76769,-87.63009,Private room,39,32,37,0.45,4,0,0,4.59,2,1,1.5
Lincoln Park,41.92209,-87.6559,Entire home/apt,200,32,64,0.77,1,0,0,4.71,3,4,2
Lincoln Park,41.91806,-87.64258,Entire home/apt,155,4,398,4.53,2,85,53,4.96,1,1,1
Edgewater,41.98945,-87.66237,Private room,45,20,12,0.15,3,229,0,5.0,1,1,1
Edgewater,41.98987,-87.6623,Private room,42,20,25,0.3,3,214,3,4.92,1,1,1
